symbol	signal
Ppfibp2	1.2
Mobp	1.16
Gm10863	1.05333333333333
Mag	1.05333333333333
Kndc1	1.02666666666667
Tspan2	1
B230206H07Rik	1
D7Ertd443e	1
Mir7243	0.973333333333333
Gpr17	0.906666666666667
Olig2	0.88
Slc24a2	0.813333333333333
Gjc2	0.746666666666667
2310005A03Rik	0.746666666666667
Adipor2	0.746666666666667
S1pr5	0.706666666666667
Fa2h	0.706666666666667
Prob1	0.706666666666667
Bfsp2	0.666666666666667
Smco3	0.626666666666667
Onecut2	0.613333333333333
Nkx6-2	0.6
Prr5l	0.6
Aldh3b1	0.586666666666667
Ermn	0.586666666666667
Ptgds	0.573333333333333
Sh3tc2	0.573333333333333
Mog	0.573333333333333
Tmem98	0.546666666666667
Arhgef28	0.546666666666667
Mir5135	0.546666666666667
Plxnb3	0.546666666666667
Gm15471	0.533333333333333
Hapln2	0.533333333333333
Ppp2r2cos	0.52
Tmem63a	0.506666666666667
Gm13293	0.493333333333333
Ggt6	0.466666666666667
C030029H02Rik	0.453333333333333
Myog	0.453333333333333
Plp1	0.453333333333333
Lcp1	0.44
Cpm	0.44
Zbtb38	0.44
Rnf220	0.426666666666667
St18	0.426666666666667
Olfml1	0.413333333333333
Gpr37	0.4
Selenop	0.4
Plekhh1	0.386666666666667
Chdh	0.386666666666667
Gm19705	0.386666666666667
Cpt2	0.386666666666667
Rtkn2	0.373333333333333
Nod1	0.36
Cyp27a1	0.346666666666667
Tmc6	0.333333333333333
Opn4	0.333333333333333
Trf	0.32
Smim1	0.32
Acaca	0.32
Cdc37l1	0.32
Aif1l	0.306666666666667
Cpsf4l	0.306666666666667
Slc25a13	0.306666666666667
Apobr	0.266666666666667
B3galt5	0.253333333333333
S100a16	0.24
Ndrg1	0.213333333333333
Rhog	0.213333333333333
1700057H15Rik	0.2
Mid1ip1	0.2
Pyroxd2	0.186666666666667
Pabpc1	0.173333333333333
Plxnb1	0.173333333333333
Asap3	0.16
Amotl2	0.16
Cd59a	0.16
Sun1	0.16
Dnajc6	0.146666666666667
Cd82	0.146666666666667
Map4k4	0.146666666666667
Adamts1	0.146666666666667
Add3	0.146666666666667
Ccdc192	0.146666666666667
Rsrc1	0.146666666666667
Arhgap23	0.133333333333333
Prpsap1	0.133333333333333
Bcdin3d	0.133333333333333
Zfp819	0.133333333333333
Mxra8	0.133333333333333
Mir100hg	0.12
Bnip3	0.12
Paqr8	0.12
Trim36	0.12
Gas7	0.12
Zfp503	0.12
Aqp11	0.106666666666667
Best1	0.106666666666667
Sh3bp2	0.106666666666667
Ppp1r16a	0.106666666666667
Tmprss5	0.0933333333333333
Tmbim1	0.0933333333333333
Mpzl1	0.0933333333333333
Vps33b	0.0933333333333333
Slpi	0.0933333333333333
Cryab	0.08
Dixdc1	0.08
Faap100	0.08
Rcor3	0.08
Fech	0.08
Serinc5	0.08
Tmem132a	0.08
Rell1	0.0666666666666667
Eif4g1	0.0666666666666667
Smtn	0.0666666666666667
Lratd2	0.0666666666666667
Jmjd1c	0.0666666666666667
Itgb8	0.0666666666666667
BB014433	0.0666666666666667
Wwp1	0.0666666666666667
Fbxo7	0.0666666666666667
Pola2	0.0666666666666667
Hexb	0.0666666666666667
Slf2	0.0666666666666667
Ano4	0.0666666666666667
Tenm4	0.0666666666666667
Specc1	0.0666666666666667
Tcf7l2	0.0666666666666667
Paqr7	0.0666666666666667
Rc3h1	0.0666666666666667
Nkd1	0.0533333333333333
Ocstamp	0.0533333333333333
Vaultrc5	0.0533333333333333
Ogg1	0.0533333333333333
Aldh1l2	0.0533333333333333
Zfp809	0.0533333333333333
Cdh2	0.0533333333333333
Snx8	0.0533333333333333
Bcas1	0.04
Marf1	0.04
Osbp2	0.04
Cmtm3	0.04
Eps15	0.04
Kcnj10	0.04
Slco2b1	0.04
Wwp2	0.04
Ank3	0.04
Ptprd	0.0266666666666667
Mir6236	0.0266666666666667
Nid1	0.0266666666666667
Sc5d	0.0266666666666667
Daam2	0.0266666666666667
Ube2i	0.0266666666666667
Schip1	0.0266666666666667
Lmbr1	0.0266666666666667
Cab39l	0.0266666666666667
Mast4	0.0266666666666667
Lrig3	0.0266666666666667
9330182L06Rik	0.0266666666666667
Gusb	0.0266666666666667
Stard13	0.0133333333333333
Fancc	0.0133333333333333
Lpar1	0.0133333333333333
Ado	0.0133333333333333
Dop1b	0.0133333333333333
Usp46	0.0133333333333333
Klhdc2	0.0133333333333333
Spock1	0.0133333333333333
