"ID", "Description", "GeneRatio", "BgRatio", "pvalue", "p.adjust", "qvalue", "geneID", "Count"
"GO:0030258", "lipid modification", "2/8", "218/23210", 0.00236894327765778, 0.079643892760704, 0.0453789442093823, "Pik3c3/St3gal4", 2
"GO:0052803", "imidazole-containing compound metabolic process", "1/8", "10/23210", 0.00344211530629401, 0.079643892760704, 0.0453789442093823, "Hnmt", 1
"GO:0034497", "protein localization to phagophore assembly site", "1/8", "13/23210", 0.00447272621535122, 0.079643892760704, 0.0453789442093823, "Pik3c3", 1
"GO:0042402", "cellular biogenic amine catabolic process", "1/8", "13/23210", 0.00447272621535122, 0.079643892760704, 0.0453789442093823, "Hnmt", 1
"GO:0009310", "amine catabolic process", "1/8", "14/23210", 0.00481605587825051, 0.079643892760704, 0.0453789442093823, "Hnmt", 1
"GO:0009312", "oligosaccharide biosynthetic process", "1/8", "15/23210", 0.00515928193243986, 0.079643892760704, 0.0453789442093823, "St3gal4", 1
"GO:0030259", "lipid glycosylation", "1/8", "15/23210", 0.00515928193243986, 0.079643892760704, 0.0453789442093823, "St3gal4", 1
"GO:0042135", "neurotransmitter catabolic process", "1/8", "17/23210", 0.00584542332188653, 0.079643892760704, 0.0453789442093823, "Hnmt", 1
"GO:2001014", "regulation of skeletal muscle cell differentiation", "1/8", "31/23210", 0.0106368298669424, 0.0967443638605718, 0.0551223318954489, "Nr1d2", 1
"GO:0009311", "oligosaccharide metabolic process", "1/8", "34/23210", 0.011660926918057, 0.0967443638605718, 0.0551223318954489, "St3gal4", 1
"GO:0042149", "cellular response to glucose starvation", "1/8", "38/23210", 0.0130249467443655, 0.0967443638605718, 0.0551223318954489, "Pik3c3", 1
"GO:0046854", "phosphatidylinositol phosphorylation", "1/8", "38/23210", 0.0130249467443655, 0.0967443638605718, 0.0551223318954489, "Pik3c3", 1
"GO:0097009", "energy homeostasis", "1/8", "39/23210", 0.0133656942165752, 0.0967443638605718, 0.0551223318954489, "Nr1d2", 1
"GO:0045022", "early endosome to late endosome transport", "1/8", "40/23210", 0.0137063387483721, 0.0967443638605718, 0.0551223318954489, "Pik3c3", 1
"GO:0098927", "vesicle-mediated transport between endosomal compartments", "1/8", "42/23210", 0.0143873190973496, 0.0967443638605718, 0.0551223318954489, "Pik3c3", 1
"GO:0006576", "cellular biogenic amine metabolic process", "1/8", "46/23210", 0.0157480456828739, 0.0967443638605718, 0.0551223318954489, "Hnmt", 1
"GO:0035458", "cellular response to interferon-beta", "1/8", "46/23210", 0.0157480456828739, 0.0967443638605718, 0.0551223318954489, "Ifi208", 1
"GO:0046834", "lipid phosphorylation", "1/8", "49/23210", 0.0167675116124736, 0.0967443638605718, 0.0551223318954489, "Pik3c3", 1
"GO:0007032", "endosome organization", "1/8", "51/23210", 0.0174466421506803, 0.0967443638605718, 0.0551223318954489, "Pik3c3", 1
"GO:0035456", "response to interferon-beta", "1/8", "56/23210", 0.0191426730954898, 0.0967443638605718, 0.0551223318954489, "Ifi208", 1
"GO:0009247", "glycolipid biosynthetic process", "1/8", "57/23210", 0.019481571714097, 0.0967443638605718, 0.0551223318954489, "St3gal4", 1
"GO:0006661", "phosphatidylinositol biosynthetic process", "1/8", "59/23210", 0.0201590615934667, 0.0967443638605718, 0.0551223318954489, "Pik3c3", 1
"GO:0048512", "circadian behavior", "1/8", "61/23210", 0.0208361418393707, 0.0967443638605718, 0.0551223318954489, "Nr1d2", 1
"GO:0007622", "rhythmic behavior", "1/8", "63/23210", 0.0215128126641236, 0.0967443638605718, 0.0551223318954489, "Nr1d2", 1
"GO:0030968", "endoplasmic reticulum unfolded protein response", "1/8", "65/23210", 0.0221890742799477, 0.0967443638605718, 0.0551223318954489, "Herpud2", 1
"GO:0048641", "regulation of skeletal muscle tissue development", "1/8", "70/23210", 0.0238779394223257, 0.0970800561773664, 0.0553136003328307, "Nr1d2", 1
"GO:0032465", "regulation of cytokinesis", "1/8", "79/23210", 0.0269114655481407, 0.0970800561773664, 0.0553136003328307, "Pik3c3", 1
"GO:0006664", "glycolipid metabolic process", "1/8", "81/23210", 0.0275844611215439, 0.0970800561773664, 0.0553136003328307, "St3gal4", 1
"GO:0044106", "cellular amine metabolic process", "1/8", "81/23210", 0.0275844611215439, 0.0970800561773664, 0.0553136003328307, "Hnmt", 1
"GO:0034620", "cellular response to unfolded protein", "1/8", "82/23210", 0.0279208061563929, 0.0970800561773664, 0.0553136003328307, "Herpud2", 1
"GO:1903509", "liposaccharide metabolic process", "1/8", "82/23210", 0.0279208061563929, 0.0970800561773664, 0.0553136003328307, "St3gal4", 1
"GO:0035914", "skeletal muscle cell differentiation", "1/8", "88/23210", 0.0299367395034181, 0.0970800561773664, 0.0553136003328307, "Nr1d2", 1
"GO:0006497", "protein lipidation", "1/8", "90/23210", 0.0306079038765422, 0.0970800561773664, 0.0553136003328307, "Pik3c3", 1
"GO:0009308", "amine metabolic process", "1/8", "91/23210", 0.0309433336675884, 0.0970800561773664, 0.0553136003328307, "Hnmt", 1
"GO:0000045", "autophagosome assembly", "1/8", "93/23210", 0.0316138885904733, 0.0970800561773664, 0.0553136003328307, "Pik3c3", 1
"GO:0042158", "lipoprotein biosynthetic process", "1/8", "95/23210", 0.0322840374767812, 0.0970800561773664, 0.0553136003328307, "Pik3c3", 1
"GO:1905037", "autophagosome organization", "1/8", "97/23210", 0.0329537805372712, 0.0970800561773664, 0.0553136003328307, "Pik3c3", 1
"GO:0035967", "cellular response to topologically incorrect protein", "1/8", "103/23210", 0.0349605768700589, 0.0992751510006943, 0.0565643062196134, "Herpud2", 1
"GO:0046474", "glycerophospholipid biosynthetic process", "1/8", "106/23210", 0.0359626078613803, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0006986", "response to unfolded protein", "1/8", "110/23210", 0.0372972329667595, 0.0992751510006943, 0.0565643062196134, "Herpud2", 1
"GO:0046467", "membrane lipid biosynthetic process", "1/8", "114/23210", 0.0386302410799387, 0.0992751510006943, 0.0565643062196134, "St3gal4", 1
"GO:0042752", "regulation of circadian rhythm", "1/8", "122/23210", 0.0412914130463221, 0.0992751510006943, 0.0565643062196134, "Nr1d2", 1
"GO:0042157", "lipoprotein metabolic process", "1/8", "123/23210", 0.0416236059038945, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0046488", "phosphatidylinositol metabolic process", "1/8", "129/23210", 0.043614648820443, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0035966", "response to topologically incorrect protein", "1/8", "133/23210", 0.0449399991318004, 0.0992751510006943, 0.0565643062196134, "Herpud2", 1
"GO:0045017", "glycerolipid biosynthetic process", "1/8", "141/23210", 0.0475858793612782, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0055088", "lipid homeostasis", "1/8", "141/23210", 0.0475858793612782, 0.0992751510006943, 0.0565643062196134, "Nr1d2", 1
"GO:0009267", "cellular response to starvation", "1/8", "143/23210", 0.0482463463882241, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0016482", "cytosolic transport", "1/8", "147/23210", 0.049566078265983, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0042133", "neurotransmitter metabolic process", "1/8", "147/23210", 0.049566078265983, 0.0992751510006943, 0.0565643062196134, "Hnmt", 1
"GO:0050728", "negative regulation of inflammatory response", "1/8", "149/23210", 0.0502253435336844, 0.0992751510006943, 0.0565643062196134, "Nr1d2", 1
"GO:0051302", "regulation of cell division", "1/8", "156/23210", 0.0525296220006448, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0000910", "cytokinesis", "1/8", "157/23210", 0.0528584049894535, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0048015", "phosphatidylinositol-mediated signaling", "1/8", "157/23210", 0.0528584049894535, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0008654", "phospholipid biosynthetic process", "1/8", "158/23210", 0.0531870881439271, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0009755", "hormone-mediated signaling pathway", "1/8", "158/23210", 0.0531870881439271, 0.0992751510006943, 0.0565643062196134, "Nr1d2", 1
"GO:0048017", "inositol lipid-mediated signaling", "1/8", "160/23210", 0.0538441550538045, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0007033", "vacuole organization", "1/8", "162/23210", 0.0545008229380891, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0002218", "activation of innate immune response", "1/8", "164/23210", 0.0551570920045027, 0.0992751510006943, 0.0565643062196134, "Ifi208", 1
"GO:0006643", "membrane lipid metabolic process", "1/8", "164/23210", 0.0551570920045027, 0.0992751510006943, 0.0565643062196134, "St3gal4", 1
"GO:0042594", "response to starvation", "1/8", "166/23210", 0.0558129624606779, 0.0992751510006943, 0.0565643062196134, "Pik3c3", 1
"GO:0097164", "ammonium ion metabolic process", "1/8", "168/23210", 0.0564684345141564, 0.0992751510006943, 0.0565643062196134, "Hnmt", 1
"GO:0016202", "regulation of striated muscle tissue development", "1/8", "176/23210", 0.05908634284879, 0.101213618493927, 0.0576687927681476, "Nr1d2", 1
"GO:1901861", "regulation of muscle tissue development", "1/8", "179/23210", 0.0600664186260642, 0.101213618493927, 0.0576687927681476, "Nr1d2", 1
"GO:0048634", "regulation of muscle organ development", "1/8", "180/23210", 0.0603929119894003, 0.101213618493927, 0.0576687927681476, "Nr1d2", 1
"GO:0016051", "carbohydrate biosynthetic process", "1/8", "194/23210", 0.0649534108317845, 0.101213618493927, 0.0576687927681476, "St3gal4", 1
"GO:0016236", "macroautophagy", "1/8", "194/23210", 0.0649534108317845, 0.101213618493927, 0.0576687927681476, "Pik3c3", 1
"GO:0031669", "cellular response to nutrient levels", "1/8", "194/23210", 0.0649534108317845, 0.101213618493927, 0.0576687927681476, "Pik3c3", 1
"GO:0006486", "protein glycosylation", "1/8", "196/23210", 0.0656033269890368, 0.101213618493927, 0.0576687927681476, "St3gal4", 1
"GO:0043413", "macromolecule glycosylation", "1/8", "196/23210", 0.0656033269890368, 0.101213618493927, 0.0576687927681476, "St3gal4", 1
"GO:0007519", "skeletal muscle tissue development", "1/8", "197/23210", 0.065928136817145, 0.101213618493927, 0.0576687927681476, "Nr1d2", 1
"GO:0060538", "skeletal muscle organ development", "1/8", "206/23210", 0.0688469823906924, 0.103316803655118, 0.0588671310058135, "Nr1d2", 1
"GO:0007623", "circadian rhythm", "1/8", "208/23210", 0.0694945298355824, 0.103316803655118, 0.0588671310058135, "Nr1d2", 1
"GO:0070085", "glycosylation", "1/8", "210/23210", 0.0701416832154015, 0.103316803655118, 0.0588671310058135, "St3gal4", 1
"GO:0031348", "negative regulation of defense response", "1/8", "220/23210", 0.0733715463301753, 0.106144473879842, 0.0604782613125125, "Nr1d2", 1
"GO:0031668", "cellular response to extracellular stimulus", "1/8", "223/23210", 0.0743385890366594, 0.106144473879842, 0.0604782613125125, "Pik3c3", 1
"GO:0006650", "glycerophospholipid metabolic process", "1/8", "225/23210", 0.0749827934747507, 0.106144473879842, 0.0604782613125125, "Pik3c3", 1
"GO:0045089", "positive regulation of innate immune response", "1/8", "232/23210", 0.0772344208272583, 0.107930152181681, 0.0614956926964675, "Ifi208", 1
"GO:0034976", "response to endoplasmic reticulum stress", "1/8", "237/23210", 0.0788397885360949, 0.108293204525549, 0.0617025501401005, "Herpud2", 1
"GO:0016485", "protein processing", "1/8", "239/23210", 0.079481251027926, 0.108293204525549, 0.0617025501401005, "Pik3c3", 1
"GO:0016050", "vesicle organization", "1/8", "259/23210", 0.0858744107238167, 0.115559392208593, 0.0658426281053306, "Pik3c3", 1
"GO:0009101", "glycoprotein biosynthetic process", "1/8", "278/23210", 0.0919118919137828, 0.122175563641492, 0.0696123443249446, "St3gal4", 1
"GO:0071496", "cellular response to external stimulus", "1/8", "285/23210", 0.0941274153616538, 0.123134952697565, 0.0701589783597907, "Pik3c3", 1
"GO:0045088", "regulation of innate immune response", "1/8", "289/23210", 0.0953913040218436, 0.123134952697565, 0.0701589783597907, "Ifi208", 1
"GO:0048511", "rhythmic process", "1/8", "291/23210", 0.0960226695347983, 0.123134952697565, 0.0701589783597907, "Nr1d2", 1
"GO:0051604", "protein maturation", "1/8", "300/23210", 0.0988590453485259, 0.125298092360341, 0.071391477057075, "Pik3c3", 1
"GO:0046486", "glycerolipid metabolic process", "1/8", "325/23210", 0.106697049582596, 0.131213710479879, 0.0747620368740979, "Pik3c3", 1
"GO:0050890", "cognition", "1/8", "326/23210", 0.107009325029541, 0.131213710479879, 0.0747620368740979, "St3gal4", 1
"GO:0032102", "negative regulation of response to external stimulus", "1/8", "336/23210", 0.110126829913371, 0.131213710479879, 0.0747620368740979, "Nr1d2", 1
"GO:0009100", "glycoprotein metabolic process", "1/8", "338/23210", 0.110749186827053, 0.131213710479879, 0.0747620368740979, "St3gal4", 1
"GO:0019216", "regulation of lipid metabolic process", "1/8", "338/23210", 0.110749186827053, 0.131213710479879, 0.0747620368740979, "Nr1d2", 1
"GO:0032259", "methylation", "1/8", "338/23210", 0.110749186827053, 0.131213710479879, 0.0747620368740979, "Hnmt", 1
"GO:0006644", "phospholipid metabolic process", "1/8", "348/23210", 0.113855262075127, 0.133443264152568, 0.0760323764848045, "Pik3c3", 1
"GO:0050727", "regulation of inflammatory response", "1/8", "354/23210", 0.115714346953469, 0.134179402318384, 0.0764518081775437, "Nr1d2", 1
"GO:0031349", "positive regulation of defense response", "1/8", "370/23210", 0.120655232390784, 0.136273756752463, 0.0776451149048314, "Ifi208", 1
"GO:0031667", "response to nutrient levels", "1/8", "371/23210", 0.120963234060699, 0.136273756752463, 0.0776451149048314, "Pik3c3", 1
"GO:0001505", "regulation of neurotransmitter levels", "1/8", "372/23210", 0.121271141330173, 0.136273756752463, 0.0776451149048314, "Hnmt", 1
"GO:0010256", "endomembrane system organization", "1/8", "384/23210", 0.124958674351492, 0.136873419979195, 0.0779867868543938, "Pik3c3", 1
"GO:0006914", "autophagy", "1/8", "386/23210", 0.125571944935041, 0.136873419979195, 0.0779867868543938, "Pik3c3", 1
