"ID", "Description", "GeneRatio", "BgRatio", "pvalue", "p.adjust", "qvalue", "geneID", "Count"
"GO:0003007", "heart morphogenesis", "2/3", "280/23210", 0.000431588466321901, 0.0172713814959014, 0.00133434139997307, "Ly6e/Sec24b", 2
"GO:0048242", "epinephrine secretion", "1/3", "10/23210", 0.00129204514944636, 0.0172713814959014, 0.00133434139997307, "Ly6e", 1
"GO:0060982", "coronary artery morphogenesis", "1/3", "10/23210", 0.00129204514944636, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0048241", "epinephrine transport", "1/3", "11/23210", 0.00142118841946981, 0.0172713814959014, 0.00133434139997307, "Ly6e", 1
"GO:0021548", "pons development", "1/3", "13/23210", 0.00167944155943611, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0090110", "cargo loading into COPII-coated vesicle", "1/3", "14/23210", 0.00180855143033853, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0090178", "regulation of establishment of planar polarity involved in neural tube closure", "1/3", "15/23210", 0.00193765016916048, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0090177", "establishment of planar polarity involved in neural tube closure", "1/3", "16/23210", 0.00206673777638133, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0035459", "cargo loading into vesicle", "1/3", "17/23210", 0.00219581425248172, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0060628", "regulation of ER to Golgi vesicle-mediated transport", "1/3", "17/23210", 0.00219581425248172, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0042249", "establishment of planar polarity of embryonic epithelium", "1/3", "18/23210", 0.00232487959794125, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0042415", "norepinephrine metabolic process", "1/3", "18/23210", 0.00232487959794125, 0.0172713814959014, 0.00133434139997307, "Ly6e", 1
"GO:0060088", "auditory receptor cell stereocilium organization", "1/3", "19/23210", 0.00245393381323988, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:1905276", "regulation of epithelial tube formation", "1/3", "19/23210", 0.00245393381323988, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0048857", "neural nucleus development", "1/3", "22/23210", 0.00284102968296984, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0002093", "auditory receptor cell morphogenesis", "1/3", "23/23210", 0.00297003938242424, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0030325", "adrenal gland development", "1/3", "25/23210", 0.00322802539852984, 0.0172713814959014, 0.00133434139997307, "Ly6e", 1
"GO:0090114", "COPII-coated vesicle budding", "1/3", "25/23210", 0.00322802539852984, 0.0172713814959014, 0.00133434139997307, "Sec24b", 1
"GO:0095500", "acetylcholine receptor signaling pathway", "1/3", "25/23210", 0.00322802539852984, 0.0172713814959014, 0.00133434139997307, "Ly6e", 1
