"ID", "Description", "GeneRatio", "BgRatio", "pvalue", "p.adjust", "qvalue", "geneID", "Count"
"GO:1905048", "regulation of metallopeptidase activity", "1/4", "13/23210", 0.00223867658592503, 0.0180792812109345, 0.00453114817316654, "Antxr1", 1
"GO:0098926", "postsynaptic signal transduction", "1/4", "15/23210", 0.00258275445870493, 0.0180792812109345, 0.00453114817316654, "Kpna1", 1
"GO:0099527", "postsynapse to nucleus signaling pathway", "1/4", "15/23210", 0.00258275445870493, 0.0180792812109345, 0.00453114817316654, "Kpna1", 1
"GO:0085029", "extracellular matrix assembly", "1/4", "25/23210", 0.00430180914330669, 0.0225844980023601, 0.00566027518856143, "Antxr1", 1
"GO:1901998", "toxin transport", "1/4", "39/23210", 0.00670475139226479, 0.0240667823687403, 0.00603177502975948, "Antxr1", 1
"GO:1903053", "regulation of extracellular matrix organization", "1/4", "40/23210", 0.00687622353392581, 0.0240667823687403, 0.00603177502975948, "Antxr1", 1
"GO:0031532", "actin cytoskeleton reorganization", "1/4", "101/23210", 0.0172941129491083, 0.0453970464914093, 0.0113777058875713, "Antxr1", 1
"GO:0034446", "substrate adhesion-dependent cell spreading", "1/4", "101/23210", 0.0172941129491083, 0.0453970464914093, 0.0113777058875713, "Antxr1", 1
"GO:0006606", "protein import into nucleus", "1/4", "151/23210", 0.0257720609742255, 0.0527478452532402, 0.0132200113416642, "Kpna1", 1
"GO:0051170", "import into nucleus", "1/4", "155/23210", 0.0264479187787551, 0.0527478452532402, 0.0132200113416642, "Kpna1", 1
"GO:0010952", "positive regulation of peptidase activity", "1/4", "162/23210", 0.0276298237040782, 0.0527478452532402, 0.0132200113416642, "Antxr1", 1
"GO:0017038", "protein import", "1/4", "209/23210", 0.035537625112403, 0.0621908439467052, 0.0155866776808785, "Kpna1", 1
"GO:0030198", "extracellular matrix organization", "1/4", "271/23210", 0.0458952954693986, 0.0631759055680503, 0.0158335602927444, "Antxr1", 1
"GO:0034504", "protein localization to nucleus", "1/4", "272/23210", 0.0460616679711697, 0.0631759055680503, 0.0158335602927444, "Kpna1", 1
"GO:0006913", "nucleocytoplasmic transport", "1/4", "289/23210", 0.0488866728584462, 0.0631759055680503, 0.0158335602927444, "Kpna1", 1
"GO:0051169", "nuclear transport", "1/4", "289/23210", 0.0488866728584462, 0.0631759055680503, 0.0158335602927444, "Kpna1", 1
"GO:0043062", "extracellular structure organization", "1/4", "315/23210", 0.053195126255791, 0.0631759055680503, 0.0158335602927444, "Antxr1", 1
"GO:0045862", "positive regulation of proteolysis", "1/4", "328/23210", 0.0553438555238485, 0.0631759055680503, 0.0158335602927444, "Antxr1", 1
"GO:0031589", "cell-substrate adhesion", "1/4", "339/23210", 0.0571591526568074, 0.0631759055680503, 0.0158335602927444, "Antxr1", 1
"GO:0072594", "establishment of protein localization to organelle", "1/4", "374/23210", 0.0629176961119586, 0.0660635809175566, 0.0165572884505154, "Kpna1", 1
"GO:0052547", "regulation of peptidase activity", "1/4", "411/23210", 0.0689765745251721, 0.0689765745251721, 0.017287362036384, "Antxr1", 1
